Treatment,Rep,Row,Col,Day,Cleared
LH,11,14,a,1,0
LH,11,15,a,1,0
LH,11,16,a,1,0
LH,11,17,a,1,0
LH,11,18,a,1,0
LH,11,19,a,1,0
LH,11,20,a,1,0
LH,11,1,a,2,0
LH,11,2,a,2,0
LH,11,3,a,2,0
LH,11,4,a,2,0
LH,11,5,a,2,0
LH,11,6,a,2,0
LH,11,7,a,2,0
LH,11,8,a,2,0
LH,11,9,a,2,0
LH,11,10,a,2,0
LH,11,11,a,2,0
LH,11,12,a,2,0
LH,11,13,a,2,0
LH,11,14,a,2,0
LH,11,15,a,2,0
LH,11,16,a,2,0
LH,11,17,a,2,0
LH,11,18,a,2,0
LH,11,19,a,2,0
LH,11,20,a,2,0
LH,11,1,b,1,0
LH,11,2,b,1,0
LH,11,3,b,1,0
LH,11,4,b,1,0
LH,11,5,b,1,0
LH,11,6,b,1,0
LH,11,7,b,1,0
LH,11,8,b,1,0
LH,11,9,b,1,0
LH,11,10,b,1,0
LH,11,11,b,1,0
LH,11,12,b,1,0
LH,11,13,b,1,0
LH,11,14,b,1,0
LH,11,15,b,1,0
LH,11,16,b,1,0
LH,11,17,b,1,0
LH,11,18,b,1,0
LH,11,19,b,1,0
LH,11,20,b,1,0
LH,11,1,b,2,0
LH,11,2,b,2,0
LH,11,3,b,2,0
LH,11,4,b,2,0
LH,11,5,b,2,0
LH,11,6,b,2,0
LH,11,7,b,2,0
LH,11,8,b,2,0
LH,11,9,b,2,0
LH,11,10,b,2,0
LH,11,11,b,2,0
LH,11,12,b,2,0
LH,11,13,b,2,0
LH,11,14,b,2,0
LH,11,15,b,2,0
LH,11,16,b,2,0
LH,11,17,b,2,0
LH,11,18,b,2,0
LH,11,19,b,2,0
LH,11,20,b,2,0
LH,11,1,c,1,0
LH,11,2,c,1,0
LH,11,3,c,1,0
LH,11,4,c,1,0
LH,11,5,c,1,0
LH,11,6,c,1,0
LH,11,7,c,1,0
LH,11,8,c,1,0
LH,11,9,c,1,0
LH,11,10,c,1,0
LH,11,11,c,1,0
LH,11,12,c,1,0
LH,11,13,c,1,0
LH,11,14,c,1,0
LH,11,15,c,1,0
LH,11,16,c,1,0
LH,11,17,c,1,0
LH,11,18,c,1,0
LH,11,19,c,1,0
LH,11,20,c,1,0
LH,11,1,c,2,0
LH,11,2,c,2,0
LH,11,3,c,2,0
LH,11,4,c,2,0
LH,11,5,c,2,0
LH,11,6,c,2,0
LH,11,7,c,2,0
LH,11,8,c,2,0
LH,11,9,c,2,0
LH,11,10,c,2,0
LH,11,11,c,2,0
LH,11,12,c,2,0
LH,11,13,c,2,0
LH,11,14,c,2,0
LH,11,15,c,2,0
LH,11,16,c,2,0
LH,11,17,c,2,0
LH,11,18,c,2,0
LH,11,19,c,2,0
LH,11,20,c,2,0
LH,11,1,d,1,0
LH,11,2,d,1,0
LH,11,3,d,1,0
LH,11,4,d,1,0
LH,11,5,d,1,0
LH,11,6,d,1,0
LH,11,7,d,1,0
LH,11,8,d,1,0
LH,11,9,d,1,0
LH,11,10,d,1,0
LH,11,11,d,1,0
LH,11,12,d,1,0
LH,11,13,d,1,0
LH,11,14,d,1,0
LH,11,15,d,1,0
LH,11,16,d,1,0
LH,11,17,d,1,0
LH,11,18,d,1,0
LH,11,19,d,1,0
LH,11,20,d,1,0
LH,11,1,d,2,0
LH,11,2,d,2,0
LH,11,3,d,2,0
LH,11,4,d,2,0
LH,11,5,d,2,0
LH,11,6,d,2,0
LH,11,7,d,2,0
LH,11,8,d,2,0
LH,11,9,d,2,0
LH,11,10,d,2,0
LH,11,11,d,2,0
LH,11,12,d,2,0
LH,11,13,d,2,0
LH,11,14,d,2,0
LH,11,15,d,2,0
LH,11,16,d,2,0
LH,11,17,d,2,0
LH,11,18,d,2,0
LH,11,19,d,2,0
LH,11,20,d,2,0
LH,11,1,e,1,0
LH,11,2,e,1,0
LH,11,3,e,1,0
LH,11,4,e,1,0
LH,11,5,e,1,0
LH,11,6,e,1,0
LH,11,7,e,1,0
LH,11,8,e,1,0
LH,11,9,e,1,0
LH,11,10,e,1,0
LH,11,11,e,1,0
LH,11,12,e,1,0
LH,11,13,e,1,0
LH,11,14,e,1,0
LH,11,15,e,1,0
LH,11,16,e,1,0
LH,11,17,e,1,0
LH,11,18,e,1,0
LH,11,19,e,1,0
LH,11,20,e,1,0
LH,11,1,e,2,0
LH,11,2,e,2,0
LH,11,3,e,2,0
LH,11,4,e,2,0
LH,11,5,e,2,0
LH,11,6,e,2,0
LH,11,7,e,2,0
LH,11,8,e,2,0
LH,11,9,e,2,0
LH,11,10,e,2,0
LH,11,11,e,2,0
LH,11,12,e,2,0
LH,11,13,e,2,0
LH,11,14,e,2,0
LH,11,15,e,2,0
LH,11,16,e,2,0
LH,11,17,e,2,0
LH,11,18,e,2,0
LH,11,19,e,2,0
LH,11,20,e,2,0
LH,11,1,f,1,0
LH,11,2,f,1,0
LH,11,3,f,1,0
LH,11,4,f,1,0
LH,11,5,f,1,0
LH,11,6,f,1,0
LH,11,7,f,1,0
LH,11,8,f,1,0
LH,11,9,f,1,0
LH,11,10,f,1,0
LH,11,11,f,1,0
LH,11,12,f,1,0
LH,11,13,f,1,0
LH,11,14,f,1,0
LH,11,15,f,1,0
LH,11,16,f,1,0
LH,11,17,f,1,0
LH,11,18,f,1,0
LH,11,19,f,1,0
LH,11,20,f,1,0
LH,11,1,f,2,0
LH,11,2,f,2,0
LH,11,3,f,2,0
LH,11,4,f,2,0
LH,11,5,f,2,0
LH,11,6,f,2,0
LH,11,7,f,2,0
LH,11,8,f,2,0
LH,11,9,f,2,0
LH,11,10,f,2,0
LH,11,11,f,2,0
LH,11,12,f,2,0
LH,11,13,f,2,0
LH,11,14,f,2,0
LH,11,15,f,2,0
LH,11,16,f,2,0
LH,11,17,f,2,0
LH,11,18,f,2,0
LH,11,19,f,2,0
LH,11,20,f,2,0
LH,11,1,g,1,0
LH,11,2,g,1,0
LH,11,3,g,1,0
LH,11,4,g,1,0
LH,11,5,g,1,0
LH,11,6,g,1,0
LH,11,7,g,1,0
LH,11,8,g,1,0
LH,11,9,g,1,0
LH,11,10,g,1,0
LH,11,11,g,1,0
LH,11,12,g,1,0
LH,11,13,g,1,0
LH,11,14,g,1,0
LH,11,15,g,1,0
LH,11,16,g,1,0
LH,11,17,g,1,0
LH,11,18,g,1,0
LH,11,19,g,1,0
LH,11,20,g,1,0
LH,11,1,g,2,0
LH,11,2,g,2,0
LH,11,3,g,2,0
LH,11,4,g,2,0
LH,11,5,g,2,0
LH,11,6,g,2,0
LH,11,7,g,2,0
LH,11,8,g,2,0
LH,11,9,g,2,0
LH,11,10,g,2,0
LH,11,11,g,2,0
LH,11,12,g,2,0
LH,11,13,g,2,0
LH,11,14,g,2,0
LH,11,15,g,2,0
LH,11,16,g,2,0
LH,11,17,g,2,0
LH,11,18,g,2,0
LH,11,19,g,2,0
LH,11,20,g,2,0
LH,11,1,h,1,0
LH,11,2,h,1,0
LH,11,3,h,1,0
LH,11,4,h,1,0
LH,11,5,h,1,0
LH,11,6,h,1,0
LH,11,7,h,1,0
LH,11,8,h,1,0
LH,11,9,h,1,0
LH,11,10,h,1,0
LH,11,11,h,1,0
LH,11,12,h,1,0
LH,11,13,h,1,0
LH,11,14,h,1,0
LH,11,15,h,1,0
LH,11,16,h,1,0
LH,11,17,h,1,0
LH,11,18,h,1,0
LH,11,19,h,1,0
LH,11,20,h,1,0
LH,11,1,h,2,0
LH,11,2,h,2,0
LH,11,3,h,2,0
LH,11,4,h,2,0
LH,11,5,h,2,0
LH,11,6,h,2,0
LH,11,7,h,2,0
LH,11,8,h,2,0
LH,11,9,h,2,0
LH,11,10,h,2,0
LH,11,11,h,2,0
LH,11,12,h,2,0
LH,11,13,h,2,0
LH,11,14,h,2,0
LH,11,15,h,2,0
LH,11,16,h,2,0
LH,11,17,h,2,0
LH,11,18,h,2,0
LH,11,19,h,2,0
LH,11,20,h,2,0
LH,11,1,i,1,0
LH,11,2,i,1,0
LH,11,3,i,1,0
LH,11,4,i,1,0
LH,11,5,i,1,0
LH,11,6,i,1,0
LH,11,7,i,1,0
LH,11,8,i,1,0
LH,11,9,i,1,0
LH,11,10,i,1,0
LH,11,11,i,1,0
LH,11,12,i,1,0
LH,11,13,i,1,0
LH,11,14,i,1,0
LH,11,15,i,1,0
LH,11,16,i,1,0
LH,11,17,i,1,0
LH,11,18,i,1,0
LH,11,19,i,1,0
LH,11,20,i,1,0
LH,11,1,i,2,0
LH,11,2,i,2,0
LH,11,3,i,2,0
LH,11,4,i,2,0
LH,11,5,i,2,0
LH,11,6,i,2,0
LH,11,7,i,2,0
LH,11,8,i,2,0
LH,11,9,i,2,0
LH,11,10,i,2,0
LH,11,11,i,2,0
LH,11,12,i,2,0
LH,11,13,i,2,0
LH,11,14,i,2,0
LH,11,15,i,2,0
LH,11,16,i,2,0
LH,11,17,i,2,0
LH,11,18,i,2,0
LH,11,19,i,2,0
LH,11,20,i,2,0
LH,11,1,j,1,0
LH,11,2,j,1,0
LH,11,3,j,1,0
LH,11,4,j,1,0
LH,11,5,j,1,0
LH,11,6,j,1,0
LH,11,7,j,1,0
LH,11,8,j,1,0
LH,11,9,j,1,0
LH,11,10,j,1,0
LH,11,11,j,1,0
LH,11,12,j,1,0
LH,11,13,j,1,0
LH,11,14,j,1,0
LH,11,15,j,1,0
LH,11,16,j,1,0
LH,11,17,j,1,0
LH,11,18,j,1,0
LH,11,19,j,1,0
LH,11,20,j,1,0
LH,11,1,j,2,0
LH,11,2,j,2,0
LH,11,3,j,2,0
LH,11,4,j,2,0
LH,11,5,j,2,0
LH,11,6,j,2,0
LH,11,7,j,2,0
LH,11,8,j,2,0
LH,11,9,j,2,0
LH,11,10,j,2,0
LH,11,11,j,2,0
LH,11,12,j,2,0
LH,11,13,j,2,0
LH,11,14,j,2,0
LH,11,15,j,2,0
LH,11,16,j,2,0
LH,11,17,j,2,0
LH,11,18,j,2,0
LH,11,19,j,2,0
LH,11,20,j,2,0
LH,11,1,k,1,0
LH,11,2,k,1,0
LH,11,3,k,1,0
LH,11,4,k,1,0
LH,11,5,k,1,0
LH,11,6,k,1,0
LH,11,7,k,1,0
LH,11,8,k,1,0
LH,11,9,k,1,0
LH,11,10,k,1,0
LH,11,11,k,1,0
LH,11,12,k,1,0
LH,11,13,k,1,0
LH,11,14,k,1,0
LH,11,15,k,1,0
LH,11,16,k,1,0
LH,11,17,k,1,0
LH,11,18,k,1,0
LH,11,19,k,1,0
LH,11,20,k,1,0
LH,11,1,k,2,0
LH,11,2,k,2,0
LH,11,3,k,2,0
LH,11,4,k,2,0
LH,11,5,k,2,0
LH,11,6,k,2,0
LH,11,7,k,2,0
LH,11,8,k,2,0
LH,11,9,k,2,0
LH,11,10,k,2,0
LH,11,11,k,2,0
LH,11,12,k,2,0
LH,11,13,k,2,0
LH,11,14,k,2,0
LH,11,15,k,2,0
LH,11,16,k,2,0
LH,11,17,k,2,0
LH,11,18,k,2,0
LH,11,19,k,2,0
LH,11,20,k,2,0
LH,11,1,l,1,0
LH,11,2,l,1,0
LH,11,3,l,1,0
LH,11,4,l,1,0
LH,11,5,l,1,0
LH,11,6,l,1,0
LH,11,7,l,1,0
LH,11,8,l,1,0
LH,11,9,l,1,0
LH,11,10,l,1,0
LH,11,11,l,1,0
LH,11,12,l,1,0
LH,11,13,l,1,0
LH,11,14,l,1,0
LH,11,15,l,1,0
LH,11,16,l,1,0
LH,11,17,l,1,0
LH,11,18,l,1,0
LH,11,19,l,1,0
LH,11,20,l,1,0
LH,11,1,l,2,0
LH,11,2,l,2,0
LH,11,3,l,2,0
LH,11,4,l,2,0
LH,11,5,l,2,0
LH,11,6,l,2,0
LH,11,7,l,2,0
LH,11,8,l,2,0
LH,11,9,l,2,0
LH,11,10,l,2,0
LH,11,11,l,2,0
LH,11,12,l,2,0
LH,11,13,l,2,0
LH,11,14,l,2,0
LH,11,15,l,2,0
LH,11,16,l,2,0
LH,11,17,l,2,0
LH,11,18,l,2,0
LH,11,19,l,2,0
LH,11,20,l,2,0
LH,11,1,m,1,0
LH,11,2,m,1,0
LH,11,3,m,1,0
LH,11,4,m,1,0
LH,11,5,m,1,0
LH,11,6,m,1,0
LH,11,7,m,1,0
LH,11,8,m,1,0
LH,11,9,m,1,0
LH,11,10,m,1,0
LH,11,11,m,1,0
LH,11,12,m,1,0
LH,11,13,m,1,0
LH,11,14,m,1,0
LH,11,15,m,1,0
LH,11,16,m,1,0
LH,11,17,m,1,0
LH,11,18,m,1,0
LH,11,19,m,1,0
LH,11,20,m,1,0
LH,11,1,m,2,0
LH,11,2,m,2,0
LH,11,3,m,2,0
LH,11,4,m,2,0
LH,11,5,m,2,0
LH,11,6,m,2,0
LH,11,7,m,2,0
LH,11,8,m,2,0
LH,11,9,m,2,0
LH,11,10,m,2,0
LH,11,11,m,2,0
LH,11,12,m,2,0
LH,11,13,m,2,0
LH,11,14,m,2,0
LH,11,15,m,2,0
LH,11,16,m,2,0
LH,11,17,m,2,0
LH,11,18,m,2,0
LH,11,19,m,2,0
LH,11,20,m,2,0
LH,11,1,n,1,0
LH,11,2,n,1,0
LH,11,3,n,1,0
LH,11,4,n,1,0
LH,11,5,n,1,0
LH,11,6,n,1,0
LH,11,7,n,1,0
LH,11,8,n,1,0
LH,11,9,n,1,0
LH,11,10,n,1,0
LH,11,11,n,1,0
LH,11,12,n,1,0
LH,11,13,n,1,0
LH,11,14,n,1,0
LH,11,15,n,1,0
LH,11,16,n,1,0
LH,11,17,n,1,0
LH,11,18,n,1,0
LH,11,19,n,1,0
LH,11,20,n,1,0
LH,11,1,n,2,0
LH,11,2,n,2,0
LH,11,3,n,2,0
LH,11,4,n,2,0
LH,11,5,n,2,0
LH,11,6,n,2,0
LH,11,7,n,2,1
LH,11,8,n,2,0
LH,11,9,n,2,0
LH,11,10,n,2,0
LH,11,11,n,2,0
LH,11,12,n,2,0
LH,11,13,n,2,0
LH,11,14,n,2,0
LH,11,15,n,2,0
LH,11,16,n,2,0
LH,11,17,n,2,0
LH,11,18,n,2,0
LH,11,19,n,2,0
LH,11,20,n,2,0
LH,11,1,o,1,0
LH,11,2,o,1,0
LH,11,3,o,1,0
LH,11,4,o,1,0
LH,11,5,o,1,0
LH,11,6,o,1,0
LH,11,7,o,1,0
LH,11,8,o,1,1
LH,11,9,o,1,1
LH,11,10,o,1,0
LH,11,11,o,1,0
LH,11,12,o,1,0
LH,11,13,o,1,0
LH,11,14,o,1,0
LH,11,15,o,1,0
LH,11,16,o,1,0
LH,11,17,o,1,0
LH,11,18,o,1,0
LH,11,19,o,1,0
LH,11,20,o,1,0
LH,11,1,o,2,0
LH,11,2,o,2,1
LH,11,3,o,2,1
LH,11,4,o,2,0
LH,11,5,o,2,0
LH,11,6,o,2,0
LH,11,7,o,2,0
LH,11,8,o,2,1
LH,11,9,o,2,1
LH,11,10,o,2,0
LH,11,11,o,2,0
LH,11,12,o,2,0
LH,11,13,o,2,0
LH,11,14,o,2,0
LH,11,15,o,2,0
LH,11,16,o,2,0
LH,11,17,o,2,0
LH,11,18,o,2,0
LH,11,19,o,2,0
LH,11,20,o,2,0
LH,12,1,a,1,0
LH,12,2,a,1,0
LH,12,3,a,1,0
LH,12,4,a,1,0
LH,12,5,a,1,0
LH,12,6,a,1,0
LH,12,7,a,1,0
LH,12,8,a,1,0
LH,12,9,a,1,0
LH,12,10,a,1,0
LH,12,11,a,1,0
LH,12,12,a,1,0
LH,12,13,a,1,0
LH,12,14,a,1,0
LH,12,15,a,1,0
LH,12,16,a,1,0
LH,12,17,a,1,0
LH,12,18,a,1,0
LH,12,19,a,1,0
LH,12,20,a,1,0
LH,12,1,a,2,0
LH,12,2,a,2,0
LH,12,3,a,2,0
LH,12,4,a,2,0
LH,12,5,a,2,0
LH,12,6,a,2,0
LH,12,7,a,2,0
LH,12,8,a,2,0
LH,12,9,a,2,0
LH,12,10,a,2,0
LH,12,11,a,2,0
LH,12,12,a,2,0
LH,12,13,a,2,0
LH,12,14,a,2,0
LH,12,15,a,2,0
LH,12,16,a,2,0
LH,12,17,a,2,0
LH,12,18,a,2,0
LH,12,19,a,2,0
LH,12,20,a,2,0
LH,12,1,b,1,0
LH,12,2,b,1,0
LH,12,3,b,1,0
LH,12,4,b,1,0
LH,12,5,b,1,0
LH,12,6,b,1,0
LH,12,7,b,1,0
LH,12,8,b,1,0
LH,12,9,b,1,0
LH,12,10,b,1,0
LH,12,11,b,1,0
LH,12,12,b,1,0
LH,12,13,b,1,0
LH,12,14,b,1,0
LH,12,15,b,1,0
LH,12,16,b,1,0
LH,12,17,b,1,0
LH,12,18,b,1,0
LH,12,19,b,1,0
LH,12,20,b,1,0
LH,12,1,b,2,0
LH,12,2,b,2,0
LH,12,3,b,2,0
LH,12,4,b,2,0
LH,12,5,b,2,0
LH,12,6,b,2,0
LH,12,7,b,2,0
LH,12,8,b,2,0
LH,12,9,b,2,0
LH,12,10,b,2,0
LH,12,11,b,2,0
LH,12,12,b,2,0
LH,12,13,b,2,0
LH,12,14,b,2,0
LH,12,15,b,2,0
LH,12,16,b,2,0
LH,12,17,b,2,0
LH,12,18,b,2,0
LH,12,19,b,2,0
LH,12,20,b,2,0
LH,12,1,c,1,0
LH,12,2,c,1,0
LH,12,3,c,1,0
LH,12,4,c,1,0
LH,12,5,c,1,0
LH,12,6,c,1,0
LH,12,7,c,1,0
LH,12,8,c,1,0
LH,12,9,c,1,0
LH,12,10,c,1,0
LH,12,11,c,1,0
LH,12,12,c,1,0
LH,12,13,c,1,0
LH,12,14,c,1,0
LH,12,15,c,1,0
LH,12,16,c,1,0
LH,12,17,c,1,0
LH,12,18,c,1,0
LH,12,19,c,1,0
LH,12,20,c,1,0
LH,12,1,c,2,0
LH,12,2,c,2,0
LH,12,3,c,2,0
LH,12,4,c,2,0
LH,12,5,c,2,0
LH,12,6,c,2,0
LH,12,7,c,2,0
LH,12,8,c,2,0
LH,12,9,c,2,0
LH,12,10,c,2,0
LH,12,11,c,2,0
LH,12,12,c,2,0
LH,12,13,c,2,0
LH,12,14,c,2,0
LH,12,15,c,2,0
LH,12,16,c,2,0
LH,12,17,c,2,0
LH,12,18,c,2,0
LH,12,19,c,2,0
LH,12,20,c,2,0
LH,12,1,d,1,0
LH,12,2,d,1,0
LH,12,3,d,1,0
LH,12,4,d,1,0
LH,12,5,d,1,0
LH,12,6,d,1,0
LH,12,7,d,1,0
LH,12,8,d,1,0
LH,12,9,d,1,0
LH,12,10,d,1,0
LH,12,11,d,1,0
LH,12,12,d,1,0
LH,12,13,d,1,0
LH,12,14,d,1,0
LH,12,15,d,1,0
LH,12,16,d,1,0
LH,12,17,d,1,0
LH,12,18,d,1,0
LH,12,19,d,1,0
LH,12,20,d,1,0
LH,12,1,d,2,0
LH,12,2,d,2,0
LH,12,3,d,2,0
LH,12,4,d,2,0
LH,12,5,d,2,0
LH,12,6,d,2,0
LH,12,7,d,2,0
LH,12,8,d,2,0
LH,12,9,d,2,0
LH,12,10,d,2,0
LH,12,11,d,2,0
LH,12,12,d,2,0
LH,12,13,d,2,0
LH,12,14,d,2,0
LH,12,15,d,2,0
LH,12,16,d,2,0
LH,12,17,d,2,0
LH,12,18,d,2,0
LH,12,19,d,2,0
LH,12,20,d,2,0
LH,12,1,e,1,0
LH,12,2,e,1,0
LH,12,3,e,1,0
LH,12,4,e,1,0
LH,12,5,e,1,0
LH,12,6,e,1,0
LH,12,7,e,1,0
LH,12,8,e,1,0
LH,12,9,e,1,0
LH,12,10,e,1,0
LH,12,11,e,1,0
LH,12,12,e,1,0
LH,12,13,e,1,0
LH,12,14,e,1,0
LH,12,15,e,1,0
LH,12,16,e,1,0
LH,12,17,e,1,0
LH,12,18,e,1,0
LH,12,19,e,1,0
LH,12,20,e,1,0
LH,12,1,e,2,0
LH,12,2,e,2,0
LH,12,3,e,2,0
LH,12,4,e,2,0
LH,12,5,e,2,0
LH,12,6,e,2,0
LH,12,7,e,2,0
LH,12,8,e,2,0
LH,12,9,e,2,0
LH,12,10,e,2,0
LH,12,11,e,2,0
LH,12,12,e,2,0
LH,12,13,e,2,0
LH,12,14,e,2,0
LH,12,15,e,2,0
LH,12,16,e,2,0
LH,12,17,e,2,0
LH,12,18,e,2,0
LH,12,19,e,2,0
LH,12,20,e,2,0
LH,12,1,f,1,0
LH,12,2,f,1,0
LH,12,3,f,1,0
LH,12,4,f,1,0
LH,12,5,f,1,0
LH,12,6,f,1,0
LH,12,7,f,1,0
LH,12,8,f,1,0
LH,12,9,f,1,0
LH,12,10,f,1,0
LH,12,11,f,1,0
LH,12,12,f,1,0
LH,12,13,f,1,0
LH,12,14,f,1,0
LH,12,15,f,1,0
LH,12,16,f,1,0
LH,12,17,f,1,0
LH,12,18,f,1,0
LH,12,19,f,1,0
LH,12,20,f,1,0
LH,12,1,f,2,0
LH,12,2,f,2,0
LH,12,3,f,2,0
LH,12,4,f,2,0
LH,12,5,f,2,0
LH,12,6,f,2,0
LH,12,7,f,2,0
LH,12,8,f,2,0
LH,12,9,f,2,0
LH,12,10,f,2,0
LH,12,11,f,2,0
LH,12,12,f,2,0
LH,12,13,f,2,0
LH,12,14,f,2,0
LH,12,15,f,2,0
LH,12,16,f,2,0
LH,12,17,f,2,0
LH,12,18,f,2,0
LH,12,19,f,2,0
LH,12,20,f,2,0
LH,12,1,g,1,0
LH,12,2,g,1,0
LH,12,3,g,1,0
LH,12,4,g,1,0
LH,12,5,g,1,0
LH,12,6,g,1,0
LH,12,7,g,1,0
LH,12,8,g,1,0
LH,12,9,g,1,0
LH,12,10,g,1,0
LH,12,11,g,1,0
LH,12,12,g,1,0
LH,12,13,g,1,0
LH,12,14,g,1,0
LH,12,15,g,1,0
LH,12,16,g,1,0
LH,12,17,g,1,0
LH,12,18,g,1,0
LH,12,19,g,1,0
LH,12,20,g,1,0
LH,12,1,g,2,0
LH,12,2,g,2,0
LH,12,3,g,2,0
LH,12,4,g,2,0
LH,12,5,g,2,0
LH,12,6,g,2,0
LH,12,7,g,2,0
LH,12,8,g,2,0
LH,12,9,g,2,0
LH,12,10,g,2,0
LH,12,11,g,2,0
LH,12,12,g,2,0
LH,12,13,g,2,0
LH,12,14,g,2,0
LH,12,15,g,2,0
LH,12,16,g,2,0
LH,12,17,g,2,0
LH,12,18,g,2,0
LH,12,19,g,2,0
LH,12,20,g,2,0
LH,12,1,h,1,0
LH,12,2,h,1,0
LH,12,3,h,1,0
LH,12,4,h,1,0
LH,12,5,h,1,0
LH,12,6,h,1,0
LH,12,7,h,1,0
LH,12,8,h,1,0
LH,12,9,h,1,0
LH,12,10,h,1,0
LH,12,11,h,1,0
LH,12,12,h,1,0
LH,12,13,h,1,0
LH,12,14,h,1,0
LH,12,15,h,1,0
LH,12,16,h,1,0
LH,12,17,h,1,0
LH,12,18,h,1,0
LH,12,19,h,1,0
LH,12,20,h,1,0
LH,12,1,h,2,0
LH,12,2,h,2,0
LH,12,3,h,2,0
LH,12,4,h,2,0
LH,12,5,h,2,0
LH,12,6,h,2,0
LH,12,7,h,2,0
LH,12,8,h,2,0
LH,12,9,h,2,0
LH,12,10,h,2,0
LH,12,11,h,2,0
LH,12,12,h,2,0
LH,12,13,h,2,0
LH,12,14,h,2,0
LH,12,15,h,2,0
LH,12,16,h,2,0
LH,12,17,h,2,0
LH,12,18,h,2,0
LH,12,19,h,2,0
LH,12,20,h,2,0
LH,12,1,i,1,0
LH,12,2,i,1,0
LH,12,3,i,1,0
LH,12,4,i,1,0
LH,12,5,i,1,0
LH,12,6,i,1,0
LH,12,7,i,1,0
LH,12,8,i,1,0
LH,12,9,i,1,0
LH,12,10,i,1,0
LH,12,11,i,1,0
LH,12,12,i,1,0
LH,12,13,i,1,0
LH,12,14,i,1,0
LH,12,15,i,1,0
LH,12,16,i,1,0
LH,12,17,i,1,0
LH,12,18,i,1,0
LH,12,19,i,1,0
LH,12,20,i,1,0
LH,12,1,i,2,0
LH,12,2,i,2,0
LH,12,3,i,2,0
LH,12,4,i,2,0
LH,12,5,i,2,0
LH,12,6,i,2,0
LH,12,7,i,2,0
LH,12,8,i,2,0
LH,12,9,i,2,0
LH,12,10,i,2,0
LH,12,11,i,2,0
LH,12,12,i,2,0
LH,12,13,i,2,0
LH,12,14,i,2,0
LH,12,15,i,2,0
LH,12,16,i,2,0
LH,12,17,i,2,0
LH,12,18,i,2,0
LH,12,19,i,2,0
LH,12,20,i,2,0
LH,12,1,j,1,0
LH,12,2,j,1,0
LH,12,3,j,1,0
LH,12,4,j,1,0
LH,12,5,j,1,0
LH,12,6,j,1,0
LH,12,7,j,1,0
LH,12,8,j,1,0
LH,12,9,j,1,0
LH,12,10,j,1,0
LH,12,11,j,1,0
LH,12,12,j,1,0
LH,12,13,j,1,0
LH,12,14,j,1,0
LH,12,15,j,1,0
LH,12,16,j,1,0
LH,12,17,j,1,0
LH,12,18,j,1,0
LH,12,19,j,1,0
LH,12,20,j,1,0
LH,12,1,j,2,0
LH,12,2,j,2,0
LH,12,3,j,2,0
LH,12,4,j,2,0
LH,12,5,j,2,0
LH,12,6,j,2,0
LH,12,7,j,2,0
LH,12,8,j,2,0
LH,12,9,j,2,0
LH,12,10,j,2,0
LH,12,11,j,2,0
LH,12,12,j,2,0
LH,12,13,j,2,0
LH,12,14,j,2,0
LH,12,15,j,2,0
LH,12,16,j,2,0
LH,12,17,j,2,0
LH,12,18,j,2,0
LH,12,19,j,2,0
LH,12,20,j,2,0
LH,12,1,k,1,0
LH,12,2,k,1,0
LH,12,3,k,1,0
LH,12,4,k,1,0
LH,12,5,k,1,0
LH,12,6,k,1,0
LH,12,7,k,1,0
LH,12,8,k,1,0
LH,12,9,k,1,0
LH,12,10,k,1,0
LH,12,11,k,1,0
LH,12,12,k,1,0
LH,12,13,k,1,0
LH,12,14,k,1,0
LH,12,15,k,1,0
LH,12,16,k,1,0
LH,12,17,k,1,0
LH,12,18,k,1,0
LH,12,19,k,1,0
LH,12,20,k,1,0
LH,12,1,k,2,0
LH,12,2,k,2,0
LH,12,3,k,2,0
LH,12,4,k,2,0
LH,12,5,k,2,0
LH,12,6,k,2,0
LH,12,7,k,2,0
LH,12,8,k,2,0
LH,12,9,k,2,0
LH,12,10,k,2,0
LH,12,11,k,2,0
LH,12,12,k,2,0
LH,12,13,k,2,0
LH,12,14,k,2,0
LH,12,15,k,2,0
LH,12,16,k,2,0
LH,12,17,k,2,0
LH,12,18,k,2,0
LH,12,19,k,2,0
LH,12,20,k,2,0
LH,12,1,l,1,0
LH,12,2,l,1,0
LH,12,3,l,1,0
LH,12,4,l,1,0
LH,12,5,l,1,0
LH,12,6,l,1,0
LH,12,7,l,1,0
LH,12,8,l,1,0
LH,12,9,l,1,0
LH,12,10,l,1,0
LH,12,11,l,1,0
LH,12,12,l,1,0
LH,12,13,l,1,0
LH,12,14,l,1,0
LH,12,15,l,1,0
LH,12,16,l,1,0
LH,12,17,l,1,0
LH,12,18,l,1,0
LH,12,19,l,1,0
LH,12,20,l,1,0
LH,12,1,l,2,0
LH,12,2,l,2,0
LH,12,3,l,2,0
LH,12,4,l,2,0
LH,12,5,l,2,0
LH,12,6,l,2,0
LH,12,7,l,2,0
LH,12,8,l,2,0
LH,12,9,l,2,0
LH,12,10,l,2,0
LH,12,11,l,2,0
LH,12,12,l,2,0
LH,12,13,l,2,0
LH,12,14,l,2,0
LH,12,15,l,2,0
LH,12,16,l,2,0
LH,12,17,l,2,0
LH,12,18,l,2,0
LH,12,19,l,2,0
LH,12,20,l,2,0
LH,12,1,m,1,0
LH,12,2,m,1,0
LH,12,3,m,1,0
LH,12,4,m,1,0
LH,12,5,m,1,0
LH,12,6,m,1,0
LH,12,7,m,1,0
LH,12,8,m,1,0
